===
5, 15.3739, 0.122865
6, 22.8063, 0.124142
7, 30.3874, 0.122129
8, 41.473, 0.121735
9, 51.8694, 0.119288
10, 61.6306, 0.120207
11, 72.6216, 0.117399
12, 82.3018, 0.117666
13, 91.3153, 0.116098
14, 103.797, 0.115648
15, 100.324, 0.115731
16, 108.905, 0.111636
17, 117.203, 0.112399
18, 131.761, 0.111456
19, 140.032, 0.111122
===
0, -9.7973, 0.117413
1, -8.92342, 0.116954
2, -9.12613, 0.116721
3, -9.54054, 0.116259
4, -8.5045, 0.117336
5, -9.63513, 0.118181
6, -9.02252, 0.117559
7, -9.40541, 0.117034
8, -8.8964, 0.117613
9, -9.46396, 0.115971
10, -9.66667, 0.118435
11, -8.83784, 0.116898
12, -8.24775, 0.11777
13, -8.21622, 0.119496
14, -8.74324, 0.116821
15, -9.05856, 0.118439
16, -9.91892, 0.117837
17, -8.63964, 0.11917
18, -8.27477, 0.118269
19, -8.46847, 0.119091
20, -9.08559, 0.117425
21, -8.55405, 0.119213
22, -9.76577, 0.117348
23, -8.26577, 0.11655
===
0, -8.64865, 0.12098
1, -11.464, 0.120587
2, -8.37838, 0.118541
3, -10.3063, 0.118999
4, -10.5991, 0.1201
5, -8.76126, 0.119806
6, -2.54054, 0.119755
7, 5.64414, 0.119348
8, 15.0946, 0.120165
9, 13.3423, 0.121108
10, 18.1622, 0.118151
11, 27.4865, 0.117229
12, 27.2838, 0.117264
13, 34.1892, 0.116925
14, 39.6667, 0.115776
15, 48.1306, 0.11408
16, 55.4099, 0.115668
17, 62.1081, 0.113569
18, 67.7568, 0.112955
19, 80.2342, 0.111876
20, 84.2387, 0.111054
21, 95.1306, 0.10916
22, 107.284, 0.107888
23, 112.486, 0.107561
===
0, -9.92793, 0.118039
1, -11.2342, 0.117993
2, -10.2342, 0.117564
3, -10.7297, 0.11672
4, -10.1216, 0.116808
5, -11.6712, 0.117767
6, -9.20721, 0.118915
7, -10.7342, 0.117551
8, -9.90541, 0.11676
9, -9.31081, 0.118696
10, -2.75676, 0.115749
11, 1.57658, 0.116278
12, 5.13514, 0.116195
13, 10.7973, 0.116735
14, 13.8559, 0.115922
15, 18.8649, 0.113754
16, 22.6036, 0.114234
17, 28.2072, 0.114059
18, 33.4369, 0.111233
19, 38.2117, 0.11095
20, 42.1081, 0.110711
21, 50, 0.108609
22, 58.1216, 0.11
23, 65.6532, 0.10719
