0.12, 0.25, 0.117667, 0.765636
0.12, 0.25, 0.118825, 0.513529
0.12, 0.25, 0.117999, 0.623315
0.12, 0.5, 0.115122, 0.537234
0.12, 0.5, 0.11111, 0.749951
0.12, 0.5, 0.114633, 0.974968
0.12, 1, 0.105163, 1.32017
0.12, 1, 0.108868, 1.39275
0.12, 1, 0.106699, 1.50293
0.12, 0.75, 0.111368, 1.08497
0.12, 0.75, 0.110254, 0.922701
0.12, 0.75, 0.113735, 0.744844
0.13, 0.5, 0.125503, 0.533968
0.13, 0.5, 0.128254, 0.560189
0.13, 0.5, 0.126747, 0.55679
0.13, 1, 0.119234, 1.39548
0.13, 1, 0.122943, 1.03068
0.13, 1, 0.123194, 1.17626
0.13, 1.5, 0.122198, 1.44506
0.13, 1.5, 0.12006, 1.87308
0.13, 1.5, 0.120625, 1.68904
0.13, 2, 0.112096, 2.68688
0.13, 2, 0.116462, 2.35169
0.13, 2, 0.115362, 2.26181
0.14, 0.5, 0.138721, 0.329801
0.14, 0.5, 0.134402, 0.449211
0.14, 0.5, 0.133111, 0.587294
0.14, 1, 0.134632, 1.16691
0.14, 1, 0.135599, 1.28115
0.14, 1, 0.133705, 0.877232
0.14, 1.5, 0.129373, 1.3788
0.14, 1.5, 0.129049, 1.38608
0.14, 1.5, 0.128504, 1.73781
0.14, 1.5, 0.129652, 1.33832
0.14, 2, 0.125916, 2.05504
0.14, 2, 0.125236, 2.17141
0.14, 2, 0.128686, 1.73804
0.14, 2.5, 0.121702, 2.6065
0.14, 2.5, 0.119308, 2.45737
0.14, 2.5, 0.122254, 2.50527
0.14, 3, 0.119027, 3.30821
0.14, 3, 0.116358, 3.10682
0.14, 3, 0.120344, 2.85944
0.14, 3.5, 0.11389, 3.72012
0.14, 3.5, 0.115176, 3.63417
0.14, 3.5, 0.116816, 3.63205
0.14, 4, 0.112074, 3.92358
0.14, 4, 0.113099, 3.70921
0.14, 4, 0.113609, 3.98352
0.13, 2.5, 0.107173, 2.86447
0.13, 2.5, 0.11237, 2.96454
0.13, 2.5, 0.110098, 2.95978
0.13, 1, 0.120837, 0.558468
0.12, 0.75, 0.110861, 1.01951
0.12, 1, 0.107325, 1.40025
0.12, 1, 0.109671, 0.941639
0.12, 1, 0.107401, 1.06123
0.12, 1, 0.0998431, 0.79199
0.12, 1, 0.109892, 0.784574
0.12, 1, 0.105367, 1.03469
0.12, 1, 0.118463, -0.0674081
0.12, 1, 0.120258, -0.0839622
0.12, 1, 0.11982, -0.0870523
0.12, 1, 0.116743, -0.0876703
0.12, 1, 0.102959, 0.440514
0.12, 1, 0.11867, 0.0471459
0.12, 1, 0.112248, 0.162627
0.12, 1, 0.104624, 0.601464
0.12, 1, 0.108699, 0.661588
0.12, 1, 0.101345, 1.92283
0.12, 1, 0.109271, 0.961327
